Gene,MW,kdeg_value,vsyn,Mean,Std
YJR148W,41624.189999999995,0.1885388150051139,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR137W,58527.06,0.2892641461349676,2.7548131792959668e-06,1.62288416180911e-06,3.881053655952209e-07
YDR234W,75149.89,0.2548610812879834,1.411093034441916e-07,1.506454776776551e-07,6.329526225519542e-08
YPR001W,53810.729999999996,0.0591190976025554,6.035014115015809e-07,2.640026293089893e-07,1.0346066932434026e-07
YOL064C,39148.85999999999,0.3183967191402699,4.809215531456909e-06,4.304768182957364e-06,1.1799894349169362e-06
YGL248W,42015.59,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOR360C,60999.13,0.3804100058472442,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR487C,22567.500000000004,0.2843431084942452,1.1835388483538036e-06,7.469019488272965e-07,3.5845752127482466e-07
YDR127W,174753.05,0.2965977544206082,6.894088454924255e-08,7.476769307265271e-08,4.432465573082546e-08
YBR265W,35972.119999999995,0.1584816748024533,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPL252C,18932.29,0.0622447144139952,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR376W,56236.54,0.2490861558890737,2.1124355336346386e-08,1.7466656677981013e-08,7.0914846464859674e-09
YDR538W,26733.089999999997,0.2892641461349676,3.080504618537952e-09,2.9513612126624006e-09,9.806774148534339e-10
YDR539W,56163.33,0.1253642914587444,3.1239287974283166e-06,2.321655728381505e-06,8.377328410961017e-07
YLR231C,51031.55,0.1390910947077202,2.516475993116829e-06,2.3097829455293593e-06,6.418354779240136e-07
YKR009C,98701.85999999999,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR025C,20234.71,0.1424433002594475,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YER175C,34767.92,0.1260133903395986,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YCL018W,38952.56999999999,0.2057828815802138,6.755643054067119e-06,4.11912611699353e-06,9.94360081532679e-07
YGR087C,61579.64,0.4134756253567559,7.306636994488909e-08,6.475947533807592e-08,2.5416506417320368e-08
YLR044C,61494.68000000001,0.2617976075525141,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR134W,61911.380000000005,0.2413236196042379,6.9318671902734725e-06,7.4035815302332266e-06,1.817790168707364e-06
YBR176W,34464.53999999999,0.3642806336864814,5.565534748849547e-08,8.540844458163716e-08,5.453613990680567e-08
YDL080C,68365.65999999999,0.2892641461349676,8.080862394424954e-06,4.787781029461577e-06,2.0557074425974447e-06
YNR033W,88543.16,0.0773215501452561,1.1946940449509008e-07,9.957452625619377e-08,4.1143706173455526e-08
YMR289W,42639.38,0.2892641461349676,7.241792053005037e-05,5.309342298503312e-05,1.7936921193617354e-05
YGR019W,52945.65,0.1254918446092778,1.698908449056334e-07,1.4049641054150517e-07,5.1487876427388186e-08
YCR053W,57473.48999999999,0.3848319914379202,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR410W,129753.93,0.3484098022042052,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOR163W,21572.19,0.2725023814673656,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR017C,119548.83999999998,0.335930907524584,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR017W,37856.18,0.5249415240549047,9.686602293158168e-07,1.1129919076390924e-06,8.752267254522695e-07
YER037W,37718.5,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YGL224C,31968.359999999997,0.0592893106502173,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOR155C,51329.46000000001,0.1771746937563973,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YGR061C,148903.58,0.2643447128801477,2.1435222534899415e-07,1.7907354447322915e-07,6.076214305599121e-08
YGL125W,68559.58,0.3234588026037012,2.5073513491078855e-07,6.695615811061149e-08,5.260836441314772e-08
YPL023C,73940.88,0.2730306409729578,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR232W,59361.710000000014,0.4761506541887609,4.3810069148564004e-07,4.2051554203920787e-07,1.2424300807695494e-07
YER183C,24058.569999999992,0.0697153512651097,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YER091C,85858.92,0.3139618952532051,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR024C,27426.61999999999,0.3803207289932412,6.79695837163409e-07,2.359186956992686e-07,2.2048834326628385e-07
YPR118W,45019.829999999994,0.4314657335308628,8.355872674041579e-07,5.26779049272653e-07,2.747558684531733e-07
YIL107C,93416.21999999997,0.0955171431417951,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOL136C,45317.04,0.2892641461349676,1.1167044391734992e-06,1.0486800868962275e-06,3.3614794105388887e-07
YGR248W,28447.370000000003,0.0103775040244775,5.039940021443453e-07,2.7340313007111246e-07,9.063620434623719e-08
YHR163W,27784.17,0.2841858813791349,6.286592290507765e-08,5.908858590160942e-08,1.8849710150364654e-08
YLR355C,44367.92,0.4224283203959593,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YKL192C,13942.580000000002,0.2416579529949524,5.7346535704056814e-09,2.984321268085197e-09,2.0663580883619105e-09
YIL160C,44729.929999999986,0.2892641461349676,3.49605791725844e-07,2.526878337350627e-07,5.8120074145381947e-08
YPL028W,41728.24999999999,0.2948852610859647,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR207C,241783.94999999998,0.2892641461349676,4.281488589555684e-08,4.0131497565094166e-08,1.2640847513974154e-08
YDL141W,76362.03000000001,0.0803987803915812,3.890253573093176e-07,3.947561855779995e-07,1.2094762571438893e-07
YNR016C,250350.91,0.0609816918307114,1.6071020068049976e-07,2.0923136537804844e-07,8.569522456780579e-08
YBL015W,58711.37,0.1592570369339098,4.5404746344458184e-07,3.642862695410006e-07,1.5851011259860392e-07
YAL054C,79139.97,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR153C,75490.79,0.2545432719300254,1.8229114784261295e-07,1.9390098024117748e-07,7.974176086034833e-08
YER069W,94868.22999999998,0.2413033216902525,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR093C,52857.82,0.3739795490004985,8.638819952965157e-06,1.3299020570061037e-08,2.9063812699603486e-08
YAR071W,52757.05999999999,0.2892641461349676,4.216468473392135e-07,3.678846264562499e-07,1.1095738444087902e-07
YBR092C,52775.88,0.2665718038101691,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR215W,52698.979999999996,0.2892641461349676,3.5663957592401844e-08,2.6547449986802953e-08,9.523639333511481e-09
YPR002W,57683.04000000001,0.2892641461349676,2.063025860392388e-06,1.450917858038159e-06,4.1729651794211883e-07
YOL140W,46680.82,0.248143626886836,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPL148C,19972.929999999997,0.2892641461349676,1.9134795932162276e-08,2.032587200590231e-08,1.0787781095804032e-08
YGL205W,84041.32,0.2892641461349676,6.430517747021295e-06,4.861069062897184e-06,8.894642129610008e-07
YCR048W,71612.15,0.2453985821234734,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YNR019W,74022.0,0.2667615537178921,6.030621196738865e-08,6.503698910652353e-08,3.075114226811076e-08
YJL091C,55465.66999999999,0.2892641461349676,2.2564549258421855e-07,1.227735293366826e-07,4.0450969341851886e-08
YNL141W,39634.579999999994,1.070324651583871,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR441C,19985.699999999997,0.2892641461349676,5.537448083524815e-08,5.400255401893028e-08,1.6149638593527503e-08
YML022W,20586.579999999994,0.5649454669912798,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJR105W,36371.909999999996,0.4498957074854163,5.769184877814556e-08,2.7643038889102553e-08,8.336010692381729e-09
YML035C,93300.72,0.324804122383328,1.121088461496274e-06,8.270646421075001e-07,2.1074942449680751e-07
YER043C,49124.979999999996,0.4446942637188902,2.347078141178639e-05,1.6303986573052466e-05,4.333344601231945e-06
YOL052C,46231.729999999996,0.4396144025930645,2.711955042281536e-07,1.445318033390107e-07,7.271512538311147e-08
YNR058W,53708.12,0.00400324870493,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJL005W,227831.85,0.215642463831265,1.7511046938712043e-08,1.5461562535495155e-08,6.134624418087377e-09
YDL166C,22722.899999999998,0.4238402776215051,3.40132302939749e-08,4.3684000362396425e-08,1.5890320882898312e-08
YDR226W,24254.599999999995,0.2704200298405882,1.5034770129457416e-06,6.174723206395968e-07,2.339291837991941e-07
YER170W,25193.73,0.2478609743552138,4.385372641549193e-08,6.807894392690601e-09,9.686245312639123e-09
YLR359W,54509.95,0.1831118327142619,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YNL220W,48278.68000000001,0.1871280779764866,1.5463238674845285e-07,1.0720300402583012e-07,3.3771886549502245e-08
YKL001C,23060.179999999997,0.5097912328768013,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YGR247W,26731.329999999998,0.2892641461349676,4.814417198727081e-06,7.069243030871635e-06,5.660299933668591e-06
YFL030W,41906.79,0.1584107279752849,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOR335C,107275.63999999998,0.467637302826981,5.9383870355459245e-08,3.6837365158589524e-08,1.5114810244638477e-08
YGR177C,61897.29,0.0021056840502934,1.6170304477728587e-08,1.8642394560049852e-08,1.2172908046614989e-08
YOR377W,61035.29000000001,0.0255100345972145,1.0917692791636052e-06,8.27853335959535e-07,4.806279098022889e-07
YMR303C,36731.48,0.186958454646245,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR368W,34754.61000000001,0.2039526927332176,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR104W,37118.31,0.1548846965698046,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YGL256W,41141.60999999999,0.0110061147403241,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR083W,40369.030000000006,0.2388605234548162,1.9399131928911532e-07,1.866902834974548e-07,5.810341658972055e-08
YBR145W,37647.64000000001,0.2378212285482257,9.847752949975094e-08,5.971974072403434e-08,2.1400844286651147e-08
YDL168W,41041.520000000004,0.4173557357638881,6.807501601967996e-07,5.757842555047556e-07,1.6418258980452404e-07
YOL086C,36848.74,0.331391298186707,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YCR105W,39348.08,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR318C,39617.09,0.4860068470718889,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR110C,59978.26000000001,0.1390734952504504,4.185449327838506e-06,2.9152823031685114e-06,8.845794749573814e-07
YMR169C,55384.549999999996,0.1441833381723689,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR170C,55187.18000000001,0.0266262430119463,8.383807137828803e-06,4.360750321596688e-06,2.616837326584474e-06
YPL061W,54413.439999999995,0.4202489416799528,2.774037358614797e-09,3.39714212740998e-09,1.6730931916074911e-09
YOR374W,56722.94999999999,0.2198363273296492,2.4117241666703396e-08,1.7771459363120154e-08,5.5742732166146086e-09
YER073W,56692.14000000001,0.4756412490348038,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR481C,63003.409999999996,0.2192915099420471,3.676139087484797e-09,4.074727920757627e-09,1.179885778401532e-09
YIR029W,38713.29,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YIR027C,50125.8,0.2892641461349676,3.8666545967429705e-06,1.3080808252846709e-06,7.74232129657096e-07
YBR208C,201829.93999999994,0.0048694559056979,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR199W,54555.29,0.4081604114005778,9.717620438769948e-08,8.48510761775878e-08,2.1720546533229542e-08
YBR205W,47481.82000000001,0.2895416434718893,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR483W,51385.97000000001,0.4342106662467184,2.979405130905653e-08,2.4412109526871363e-08,1.0951422880976508e-08
YJL139C,50835.43999999999,0.1141770506011463,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YKR061W,50650.719999999994,0.2892641461349676,8.638819952965157e-06,3.4301069445562763e-07,7.359528108749904e-07
YNL029C,61727.05999999999,0.2892641461349676,1.321775984530574e-07,9.56351581790328e-08,2.4135767347678517e-08
YOR099W,46021.48999999999,0.3888187920610197,1.0351791056691487e-07,9.769743398018785e-08,3.3025569948016624e-08
YPL053C,52127.43,0.855957092270399,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPR026W,136919.12999999998,0.2921230225266416,6.760352868135646e-08,8.04075342063425e-08,3.213047099555545e-08
YBR001C,89678.31000000001,0.5494329637803619,5.4830447460999e-07,3.2978096412929114e-07,1.1150503953129242e-07
YDR001C,85878.23,0.1674358441867952,5.712510245757971e-05,2.63188243242335e-05,1.3175518853872849e-05
YBR126C,56147.04999999999,0.1510861520627942,4.877847662796233e-08,3.992373594845874e-08,1.1542807622752709e-08
YDR074W,102975.11,0.1084699861032279,7.050463366329363e-08,4.338548405667547e-08,2.8760796623293757e-08
YML100W,123016.83999999998,0.0806064414787338,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR261C,118833.89999999998,0.1992518266648533,0.00011930353240578272,8.29847454062745e-05,2.5818022741508874e-05
YBR299W,68141.37,0.2892641461349676,8.958929391844978e-06,6.167930627545434e-06,2.1025354222124195e-06
YGR287C,68590.65000000001,0.0939599024922208,3.3984137521745604e-05,2.4186466572281693e-05,7.284730137970935e-06
YGR292W,68093.33,0.2892641461349676,8.515554368191608e-07,8.044241658466498e-07,2.835501526428111e-07
YIL172C,68697.78,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJL216C,67556.0,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJL221C,68697.78,0.2892641461349676,1.3897837891610603e-05,1.1674467093273938e-05,4.2638271902940215e-06
YDR242W,61409.59999999999,0.2892641461349676,1.3427386138428832e-05,1.0813393132395835e-05,6.367235373174964e-06
YMR293C,50918.060000000005,0.0889001729093843,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR354W,41374.02,0.3297624578478347,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YER090W,56767.06,0.3780149467480864,7.0651556462308884e-06,4.788289163051783e-06,1.368548819753907e-06
YKL211C,53488.81,0.3323814347861741,1.6938053789524509e-06,1.4595488310703283e-06,4.325888355242986e-07
YDR305C,24784.050000000003,0.2654565182085086,9.274400184774398e-08,9.410783247599994e-08,8.165132958474878e-08
YPL111W,35661.619999999995,0.2980780680906891,9.609044824666311e-08,9.350835724626227e-08,3.056656511749033e-08
YHR018C,51988.600000000006,0.2458273211114481,6.01791666809724e-08,5.716473144655442e-08,2.801824159340237e-08
YOL058W,46927.149999999994,0.2303034480144485,1.8964773264268158e-07,1.1653898909532699e-07,4.161163729376577e-08
YDR341C,69524.20000000001,0.4499633238742983,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHR091C,73693.34,0.2892641461349676,8.292055746847131e-09,4.8782204403056e-09,1.6097592928940737e-09
YGR124W,64592.67999999999,0.3912887240947522,7.249464165013275e-08,6.154610664630872e-08,1.3958890665164525e-08
YPR145W,64469.729999999996,0.2970777574311499,1.7431472477277093e-08,2.0095010893186703e-08,1.1264361959049885e-08
YHR019C,62206.119999999995,0.4069476323274473,7.146813139980886e-06,7.367251508293618e-06,3.4159972953462633e-06
YCR024C,56784.20999999999,0.0729379086691337,0.00011570337674362851,8.287535614182279e-05,2.6102675509918366e-05
YJL130C,245038.28999999998,0.4958154948756266,0.00013232552808392097,0.00012407890540710092,4.181095354992739e-05
YER052C,58109.13,0.3758817768719873,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR027C,46057.10999999999,0.2573411949970488,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YKL106W,51794.83999999999,0.2192109192109411,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR158W,39543.34,0.2866832021408129,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLL018C,63514.789999999986,0.3410384933058165,1.7768108949542913e-05,1.5015215295718334e-05,9.124285898107974e-06
YPL104W,75459.87,0.106951428371714,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR530C,36840.4,0.1464973493734744,0.0002947638186969437,0.0002254981256239598,6.868904343701015e-05
YCL050C,36492.11,0.3035901268101607,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YER055C,32266.11,0.2945653597892992,3.843925885460189e-05,4.049758183003919e-05,1.6332924086886983e-05
Q0080,5822.21,0.2892641461349676,4.583006212397076e-05,3.6202383671508264e-05,1.4080399902614894e-05
Q0085,29098.759999999995,0.23845669038192,4.878999431615941e-05,4.518981410174023e-05,2.2170325954836208e-05
Q0130,7759.37,0.2892641461349676,0.00010494544746958473,8.178392843841149e-05,3.0952539150750505e-05
YBL099W,58607.45999999999,0.233349766711803,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR039W,34350.21,0.2342198047722863,5.959012516798485e-05,4.909127529845433e-05,1.7170640379362554e-05
YDL004W,17020.219999999998,0.2433776079515207,0.00010409269321092812,8.655508108088308e-05,2.2278232057078745e-05
YDR298C,22814.14,0.2621979577854182,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YDR322C-A,10875.339999999998,0.2940003905587293,1.9225234749788696e-05,1.156440968499869e-05,4.215566922180139e-06
YDR377W,11312.0,0.2582732296709327,4.683073869462831e-05,4.6665032781844576e-05,2.4414907815047575e-05
YJR121W,54793.19999999999,0.2347340669498864,3.98850948206559e-05,3.787152589650822e-05,1.472323763409747e-05
YKL016C,19809.379999999994,0.2618146135109301,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR295C,14127.65,0.2648191909277756,0.00012936408273912114,7.947011171865478e-05,3.895012857447593e-05
YML081C-A,6687.69,0.2697501807290495,0.00018621113278225547,0.0002315930986829856,0.0001600548290448057
YPL078C,26924.809999999994,0.2578563292482532,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YPL271W,6742.5,0.2564893841584502,1.8090131955047544e-06,2.218983683160986e-06,1.5004990879152238e-06
YPR020W,12920.939999999999,0.2695506512795764,1.8284340662379536e-08,2.3176276132117304e-08,1.029108850293731e-08
YCL005W-A,8381.059999999998,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YJL180C,36553.87999999999,0.2530246109425687,3.8971503893925924e-05,3.507524210339185e-05,1.2200638589449215e-05
YLR393W,32093.529999999995,0.2724695003335884,6.47397974287923e-05,7.306967976939762e-05,3.248355057438513e-05
YNL315C,36850.869999999995,0.2508657123891251,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YOL077W-A,7533.67,0.3651659390465853,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YCR024C-A,4500.53,0.2892641461349676,8.671129960244728e-07,6.69019185163938e-07,2.758109308895237e-07
YEL017C-A,4847.97,0.2892641461349676,1.532154979907162e-08,1.5687955841559986e-08,8.710684708055007e-09
YGL008C,99618.43000000001,0.3233746883087286,2.882742010098665e-08,3.059494522663911e-08,8.313412203322398e-09
YPL036W,102171.02,0.3471853201234696,8.638819952965157e-06,7.896365736418876e-09,4.844278750029196e-09
YER005W,71851.26999999999,0.0697483856184155,1.1240047986606648e-07,1.1331157510326263e-07,4.333660618996728e-08
YBR110W,51928.52999999999,0.0702165726940192,2.8429135444400996e-07,2.8748614432357456e-07,1.4670810161070905e-07
YGR286C,41883.79000000001,0.1853201884354432,2.5837148224328907e-07,2.5560679764620464e-07,9.93440177996474e-08
YNL280C,50614.86,0.094138351896464,5.913154143866558e-07,1.0967562944277765e-06,7.400604891132451e-07
YMR015C,61333.74,0.6139329659177849,3.4826238858485825e-07,4.276812778488717e-07,1.7663879247554352e-07
YGL001C,38705.969999999994,0.2973780215947007,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR100W,39724.21,0.2936595125376436,8.623950119013988e-08,4.5743461479550555e-08,2.046271901560062e-08
YGR060W,36478.689999999995,0.6840826469600317,4.8719864096096045e-08,3.376723010794723e-08,1.241795947932598e-08
YLR056W,42729.810000000005,0.5639708681244814,3.682209743487772e-08,4.402548428376019e-08,1.7514300763952118e-08
YMR202W,24895.279999999995,0.357711201658127,1.2404459360906684e-05,9.88687029914283e-06,2.4275310725730763e-06
YGL012W,56038.88999999999,0.3202344875707048,1.9961355500573084e-07,1.6761262041279354e-07,4.2282578807828934e-08
YDL090C,48189.51000000001,0.2066400336983065,1.7531272532043453e-07,1.4616820908347267e-07,4.824161585518224e-08
YKL019W,37507.399999999994,0.5226883402818838,4.735129613419843e-09,5.424496395678386e-09,1.8163140013931355e-09
YJR109C,123913.91999999998,0.6392911874829473,1.5645661947332224e-08,1.6154226036513204e-08,6.4289490348098665e-09
YOR303W,45361.02999999999,1.0378482766080572,1.8966940007445258e-07,1.5446316304519983e-07,5.923506695720691e-08
YAR035W,77764.82999999999,0.2892641461349676,1.0306677457545583e-08,1.27016686097685e-08,4.030330662873561e-09
YER024W,103332.86,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YML042W,77240.95999999999,0.2892641461349676,1.6136805977044837e-08,6.724990796222516e-09,6.841302833752702e-09
YGR088W,64582.46000000001,0.0905891055834217,1.2753404726673054e-07,8.880974999562738e-08,3.385663962022987e-08
YDR256C,58554.78999999999,0.2892641461349676,2.65123312857632e-08,1.9538636631560326e-08,5.6033966282161825e-09
YDR297W,40733.71,0.2488157644928116,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YMR272C,44880.87,0.2946272626468297,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YHL003C,48453.92,0.2584797536152752,1.0387002229409412e-06,8.904089487091975e-07,2.579343278386976e-07
YMR298W,17206.479999999996,0.1457843111971364,1.2662931921247306e-07,1.0938891732614799e-07,5.096392728760452e-08
YKL008C,48991.490000000005,0.2525050037456012,7.428518665481997e-07,5.310964450059455e-07,1.5028364855413813e-07
YLR307W,34641.950000000004,0.2892641461349676,1.6696862694738044e-08,1.6296369405428023e-08,5.2853520017883525e-09
YLR308W,35692.78999999999,0.2892641461349676,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YBR023C,131599.94,0.4948737487493699,2.9094240645828016e-07,3.3576965645519166e-07,1.1345840097000935e-07
YBR038W,109880.49999999999,0.936211200813352,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YNL192W,129869.21,0.130311888869243,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
YLR133W,66316.01999999999,0.2263779278532143,8.638819952965157e-06,6.88967652961069e-06,2.1635894975417845e-06
