Gene,MW,kdeg_value,vsyn,Mean,Std
YGL009C,85793.56,0.0300351453821321,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YNL104C,68408.19,0.0435029429209409,2.1846102499285562e-07,1.3288093553305553e-07,4.8963912255505675e-08
YOR108W,67199.51,0.1072056404114933,2.3885450174866364e-07,3.246636654905066e-07,1.9306204239772382e-07
YHR208W,43595.53,0.0418443828485292,1.2154940261829885e-07,7.379090680428415e-08,3.861975057434722e-08
YJR148W,41624.189999999995,0.0379523019814202,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YHR137W,58527.06,0.12591655498441048,4.746664094953104e-06,2.710104576354267e-06,7.233623062452866e-07
YDR234W,75149.89,0.0659340172552488,3.0177175740266157e-07,3.127478915257507e-07,1.46739783124168e-07
YPR001W,53810.729999999996,0.0591190976025554,6.035014115015809e-07,2.640026293089893e-07,1.0346066932434026e-07
YOL064C,39148.85999999999,0.0568547215538586,1.28281761624185e-05,1.0849680168211345e-05,3.514439212500143e-06
YGL248W,42015.59,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YOR360C,60999.13,0.0175875595974939,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR487C,22567.500000000004,0.2843431084942452,1.1835388483538036e-06,7.469019488272965e-07,3.5845752127482466e-07
YDR127W,174753.05,0.0575363390221019,1.7355868601316186e-07,1.8355567925692445e-07,1.1696055537382969e-07
YBR265W,35972.119999999995,0.1584816748024533,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YPL252C,18932.29,0.0622447144139952,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR376W,56236.54,0.0756531673784644,4.19817081015762e-08,3.3943262764256116e-08,1.536904781697074e-08
YDR538W,26733.089999999997,0.12591655498441048,5.3078447486185625e-09,4.937127792212041e-09,1.7259393647257089e-09
YDR539W,56163.33,0.061860027948008,4.349572954640431e-06,3.2119365433009104e-06,1.265315363990665e-06
YLR231C,51031.55,0.0530635333850289,3.930831770925581e-06,3.4673186362207386e-06,9.619584957430986e-07
YKR009C,98701.85999999999,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YJR025C,20234.71,0.037067268987591,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YER175C,34767.92,0.1260133903395986,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YCL018W,38952.56999999999,0.2057828815802138,6.755643054067119e-06,4.11912611699353e-06,9.94360081532679e-07
YGR087C,61579.64,0.4134756253567559,7.306636994488909e-08,6.475947533807592e-08,2.5416506417320368e-08
YLR044C,61494.68000000001,0.060337310620676,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLR134W,61911.380000000005,0.2413236196042379,6.9318671902734725e-06,7.4035815302332266e-06,1.817790168707364e-06
YBR176W,34464.53999999999,0.0705987325034001,1.5146478300760532e-07,2.2038800344840411e-07,1.51887148206626e-07
YDL080C,68365.65999999999,0.12591655498441048,1.392368080425564e-05,7.96992815731474e-06,3.5864251740196665e-06
YNR033W,88543.16,0.0773215501452561,1.1946940449509008e-07,9.957452625619377e-08,4.1143706173455526e-08
YMR289W,42639.38,0.12591655498441048,0.00012477925755350353,9.042604956982671e-05,3.489634545446518e-05
YGR019W,52945.65,0.0748830598262007,2.1905495042270872e-07,1.8046188490829693e-07,7.239104223142827e-08
YCR053W,57473.48999999999,0.0674082116071106,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLR410W,129753.93,0.0601042783390414,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YOR163W,21572.19,0.0997255870669055,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR017C,119548.83999999998,0.1184964203148199,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLR017W,37856.18,0.0844184233938141,3.282513692828291e-06,3.7924813480787027e-06,3.1107371277459123e-06
YER037W,37718.5,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YGL224C,31968.359999999997,0.0592893106502173,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YOR155C,51329.46000000001,0.0565306967099225,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YGR061C,148903.58,0.0750061956852076,4.462590578248953e-07,3.5828817455583346e-07,1.3622535655949908e-07
YGL125W,68559.58,0.0731030805150621,6.133686337878971e-07,1.525909909228187e-07,1.1964510180929996e-07
YPL023C,73940.88,0.1002503239089997,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR232W,59361.710000000014,0.0798777151573113,1.4032421958398468e-06,1.287926882041165e-06,4.823011925694165e-07
YER183C,24058.569999999992,0.0697153512651097,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YER091C,85858.92,0.09227540377026,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YJR024C,27426.61999999999,0.093415231152923,1.6879332514504826e-06,5.6744655870921e-07,5.37590705146894e-07
YPR118W,45019.829999999994,0.0720344507796302,2.581378311073622e-06,1.553276943358649e-06,9.001674550745103e-07
YIL107C,93416.21999999997,0.0955171431417951,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YOL136C,45317.04,0.12591655498441048,1.9241307925839977e-06,1.7666973099426221e-06,6.306426394555445e-07
YGR248W,28447.370000000003,0.0544661977041003,3.601409293868008e-07,1.9813379987028456e-07,5.664066853159618e-08
YHR163W,27784.17,0.0641796408147644,1.4710837397463737e-07,1.311086036955087e-07,4.6594430066368e-08
YLR355C,44367.92,0.0576985562241645,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YKL192C,13942.580000000002,0.0613332395886099,1.2144366560766227e-08,5.925339542802544e-09,3.967287189412696e-09
YIL160C,44729.929999999986,0.12591655498441048,6.023861332755844e-07,4.234665922885746e-07,1.1326063309967118e-07
YPL028W,41728.24999999999,0.0578669560145851,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YMR207C,241783.94999999998,0.12591655498441048,7.377192875993559e-08,6.715565011978082e-08,2.2850290098592867e-08
YDL141W,76362.03000000001,0.0651372083365389,4.2497811793559165e-07,4.291625915521201e-07,1.349520791229224e-07
YNR016C,250350.91,0.0609816918307114,1.6071020068049976e-07,2.0923136537804844e-07,8.569522456780579e-08
YBL015W,58711.37,0.0731019240559457,6.800328802928561e-07,5.398465883649123e-07,2.5143071445588326e-07
YAL054C,79139.97,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLR153C,75490.79,0.0793847534109235,3.602875872730909e-07,3.778006846422787e-07,1.7643649099000868e-07
YER069W,94868.22999999998,0.0156352350259549,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YBR093C,52857.82,0.3739795490004985,1.3767981305959113e-05,1.3299020570061037e-08,2.9063812699603486e-08
YAR071W,52757.05999999999,0.12591655498441048,7.265160360263374e-07,6.103559819676324e-07,1.8728420935590224e-07
YBR092C,52775.88,0.2665718038101691,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YHR215W,52698.979999999996,0.12591655498441048,6.145056523616865e-08,4.376850682182175e-08,1.4293352230442044e-08
YPR002W,57683.04000000001,0.12591655498441048,3.5546841622802535e-06,2.414418798044361e-06,7.351352311110571e-07
YOL140W,46680.82,0.248143626886836,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YPL148C,19972.929999999997,0.12591655498441048,3.29700937610083e-08,3.451366491878958e-08,1.925646097946252e-08
YGL205W,84041.32,0.12591655498441048,1.1080064496259394e-05,8.17053121348952e-06,1.9450534568940026e-06
YCR048W,71612.15,0.2453985821234734,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YNR019W,74022.0,0.0550810131292202,1.4262223049555605e-07,1.5051908945396522e-07,7.938929128899357e-08
YJL091C,55465.66999999999,0.12591655498441048,3.8879709371480616e-07,2.033371182431979e-07,6.679252596533561e-08
YNL141W,39634.579999999994,0.1093467831122928,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR441C,19985.699999999997,0.12591655498441048,9.541266243851601e-08,8.971582641334767e-08,2.773934620745927e-08
YML022W,20586.579999999994,0.0823125436632853,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YJR105W,36371.909999999996,0.0857712434028566,1.707718558528643e-07,7.729194894411721e-08,2.7291815589579964e-08
YML035C,93300.72,0.0774425541901709,2.6839277769277092e-06,1.8948982229075748e-06,5.937881818339199e-07
YER043C,49124.979999999996,0.085799654492669,6.880744765057907e-05,4.5926874685555357e-05,1.6260998446694856e-05
YOL052C,46231.729999999996,0.0611382154042596,9.081706635068739e-07,4.6580505454518393e-07,2.620771147920648e-07
YNR058W,53708.12,0.00400324870493,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YJL005W,227831.85,0.0732038791042703,3.191169867894562e-08,2.758340989165766e-08,1.212962653415746e-08
YDL166C,22722.899999999998,0.0771071170397627,1.0060295880712549e-07,1.224865866167111e-07,5.143602765446998e-08
YDR226W,24254.599999999995,0.0569575497972762,3.5482077843296233e-06,1.3709344674028167e-06,5.515490644079145e-07
YER170W,25193.73,0.2478609743552138,4.385372641549193e-08,6.807894392690601e-09,9.686245312639123e-09
YLR359W,54509.95,0.0871788171730133,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YNL220W,48278.68000000001,0.0467237735463394,3.026046763033768e-07,2.0587108787063761e-07,7.940817152688286e-08
YKL001C,23060.179999999997,0.5097912328768013,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YGR247W,26731.329999999998,0.12591655498441048,8.295452274975254e-06,1.2068439643619369e-05,9.881087731169283e-06
YFL030W,41906.79,0.1584107279752849,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YOR335C,107275.63999999998,0.0732494824812865,1.9456623775855152e-07,1.1649039822531542e-07,5.6763137722030615e-08
YGR177C,61897.29,0.0021056840502934,1.6170304477728587e-08,1.8642394560049852e-08,1.2172908046614989e-08
YOR377W,61035.29000000001,0.0255100345972145,1.0917692791636052e-06,8.27853335959535e-07,4.806279098022889e-07
YMR303C,36731.48,0.0813385482872888,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR368W,34754.61000000001,0.0515871921657662,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YHR104W,37118.31,0.0385524906439649,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YGL256W,41141.60999999999,0.0110061147403241,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YMR083W,40369.030000000006,0.1000116555296787,3.286608464187517e-07,3.0671549234598065e-07,1.0402657395045278e-07
YBR145W,37647.64000000001,0.0346510352140706,2.47066797125698e-07,1.3949784368738837e-07,5.182257286438472e-08
YDL168W,41041.520000000004,0.0586544977143942,2.2198551259101613e-06,1.7367754059356303e-06,5.188773802657526e-07
YOL086C,36848.74,0.1128741142053168,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YCR105W,39348.08,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YMR318C,39617.09,0.0979176201097243,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YMR110C,59978.26000000001,0.0666228228968474,6.005359785672749e-06,4.129064064262967e-06,1.4030640966148368e-06
YMR169C,55384.549999999996,0.1441833381723689,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YMR170C,55187.18000000001,0.0333595073928773,7.96051230807636e-06,4.1377165311590916e-06,2.4630285898863834e-06
YPL061W,54413.439999999995,0.1748164389810707,5.251468963613952e-09,6.284386941450663e-09,3.284073716926682e-09
YOR374W,56722.94999999999,0.2124811146728118,2.4684915784675862e-08,1.8176144136787704e-08,5.736025256284187e-09
YER073W,56692.14000000001,0.0562320503758103,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR481C,63003.409999999996,0.0783672037158682,6.580581943022175e-09,7.097989720128489e-09,2.3793403326640388e-09
YIR029W,38713.29,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YIR027C,50125.8,0.12591655498441048,6.662415687526147e-06,2.1987134470404733e-06,1.3462576283732918e-06
YBR208C,201829.93999999994,0.0661805400407449,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YBR199W,54555.29,0.3101081302928961,1.2040995130901796e-07,1.0408458804912808e-07,2.7278111437948565e-08
YBR205W,47481.82000000001,0.0975365611351837,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR483W,51385.97000000001,0.1836277943805256,5.6116855665584384e-08,4.471216742374807e-08,2.1304002131868833e-08
YJL139C,50835.43999999999,0.1141770506011463,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YKR061W,50650.719999999994,0.12591655498441048,1.3767981305959113e-05,5.910933583917817e-07,1.2690014661092447e-06
YNL029C,61727.05999999999,0.12591655498441048,2.2774780716512997e-07,1.5984197002596067e-07,4.421413826668674e-08
YOR099W,46021.48999999999,0.2251562702808578,1.5562209505076535e-07,1.4443967684515415e-07,5.172646969369511e-08
YPL053C,52127.43,0.3000921648242605,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YPR026W,136919.12999999998,0.2921230225266416,6.760352868135646e-08,8.04075342063425e-08,3.213047099555545e-08
YBR001C,89678.31000000001,0.5494329637803619,5.4830447460999e-07,3.2978096412929114e-07,1.1150503953129242e-07
YDR001C,85878.23,0.0734473507624023,8.808033061818098e-05,4.030024629921187e-05,2.2157215407633772e-05
YBR126C,56147.04999999999,0.0767865313073465,6.92790333597718e-08,5.578918710784658e-08,1.7796772377703877e-08
YDR074W,102975.11,0.0713786164756651,8.576390860342285e-08,5.2094533335410414e-08,3.513277685323296e-08
YML100W,123016.83999999998,0.0647471921340874,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YMR261C,118833.89999999998,0.070586287676718,0.00020928880325750038,0.00013754583268784835,3.4715239742317994e-05
YBR299W,68141.37,0.12591655498441048,1.5436628804120395e-05,1.0204768844455804e-05,3.371241785932735e-06
YGR287C,68590.65000000001,0.0939599024922208,3.3984137521745604e-05,2.4186466572281693e-05,7.284730137970935e-06
YGR292W,68093.33,0.12591655498441048,1.4672674166037722e-06,1.338417951348211e-06,4.855127804749358e-07
YIL172C,68697.78,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YJL216C,67556.0,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YJL221C,68697.78,0.12591655498441048,2.3946585058245578e-05,1.9203330167197553e-05,6.487495115848839e-06
YDR242W,61409.59999999999,0.12591655498441048,2.3135976026018448e-05,1.7603204238818258e-05,9.668876199422519e-06
YMR293C,50918.060000000005,0.0889001729093843,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR354W,41374.02,0.0484394813645394,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YER090W,56767.06,0.0657579993852453,2.0374582297840044e-05,1.3235378141420455e-05,4.8176683976647126e-06
YKL211C,53488.81,0.0514263654072685,4.836476118476829e-06,3.9648884514326285e-06,1.4454578648145111e-06
YDR305C,24784.050000000003,0.0741112262643112,1.9466809077863278e-07,1.9006049420192248e-07,1.737978211360197e-07
YPL111W,35661.619999999995,0.0709211168123527,2.2379622081451028e-07,2.104221433147529e-07,8.194804886999978e-08
YHR018C,51988.600000000006,0.0278464176565825,1.6278594567978857e-07,1.511182391204132e-07,8.266606404916324e-08
YOL058W,46927.149999999994,0.2303034480144485,1.8964773264268158e-07,1.1653898909532699e-07,4.161163729376577e-08
YDR341C,69524.20000000001,0.0664937219042084,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YHR091C,73693.34,0.12591655498441048,1.428757622575617e-08,8.180911270358034e-09,2.951598534875057e-09
YGR124W,64592.67999999999,0.0657771567868414,2.1484142140159452e-07,1.699881009306185e-07,4.2597276391560756e-08
YPR145W,64469.729999999996,0.0363002540771478,5.0782370486868294e-08,5.650590801914069e-08,3.521441073804674e-08
YHR019C,62206.119999999995,0.0634044703521215,2.217234321798321e-05,2.1055739453805304e-05,1.0009741702108724e-05
YCR024C,56784.20999999999,0.0729379086691337,0.00011570337674362851,8.287535614182279e-05,2.6102675509918366e-05
YJL130C,245038.28999999998,0.0883422859862227,0.0004186080655608443,0.0003595248070796441,9.79479865160702e-05
YER052C,58109.13,0.0425884586165527,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLR027C,46057.10999999999,0.0545479798758289,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YKL106W,51794.83999999999,0.070934224427317,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR158W,39543.34,0.0400707813391867,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLL018C,63514.789999999986,0.063730991009673,4.786155602965253e-05,3.733391284921958e-05,2.360597412355968e-05
YPL104W,75459.87,0.106951428371714,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR530C,36840.4,0.0526864922853059,0.00047586724216725255,0.000347331107597616,9.453430182756449e-05
YCL050C,36492.11,0.0460049061851808,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YER055C,32266.11,0.040641779823439,0.00010783993219539972,0.00010488427560439351,4.3463283693572927e-05
Q0080,5822.21,0.12591655498441048,7.896720982325115e-05,6.029746180945809e-05,2.444160153069405e-05
Q0085,29098.759999999995,0.23845669038192,4.878999431615941e-05,4.518981410174023e-05,2.2170325954836208e-05
Q0130,7759.37,0.12591655498441048,0.00018082561502772112,0.0001346572756124387,4.8503669656102956e-05
YBL099W,58607.45999999999,0.0804042023282508,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YBR039W,34350.21,0.0858375971269637,0.00010716991775562676,8.423411418626051e-05,2.905702271522462e-05
YDL004W,17020.219999999998,0.2433776079515207,0.00010409269321092812,8.655508108088308e-05,2.2278232057078745e-05
YDR298C,22814.14,0.0956312794624518,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YDR322C-A,10875.339999999998,0.1020065385934688,3.7497548607789985e-05,2.1145679729365176e-05,6.27269282667508e-06
YDR377W,11312.0,0.1111909195974725,7.944565056101399e-05,7.685619724397579e-05,4.2232834582864614e-05
YJR121W,54793.19999999999,0.0815084373376066,7.355525834409152e-05,6.70576941772482e-05,2.7606602009258683e-05
YKL016C,19809.379999999994,0.2618146135109301,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLR295C,14127.65,0.1349097582221901,0.00020090480854082247,0.00011707765914691032,4.854816472212416e-05
YML081C-A,6687.69,0.1566564233824467,0.00026826369312177095,0.0003275350147987873,0.00023249019241328018
YPL078C,26924.809999999994,0.1154435464454926,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YPL271W,6742.5,0.1112230705266,3.053141867468433e-06,3.589491922132438e-06,2.4878167765324225e-06
YPR020W,12920.939999999999,0.100569946643947,3.368894549289106e-08,4.1882041312257036e-08,2.0320212117965945e-08
YCL005W-A,8381.059999999998,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YJL180C,36553.87999999999,0.1076331208188357,6.626062328468326e-05,5.7607867296027015e-05,2.10084050378552e-05
YLR393W,32093.529999999995,0.1018048204348867,0.00011948971262448296,0.00012909279289295372,5.937583367365767e-05
YNL315C,36850.869999999995,0.0852257733623275,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YOL077W-A,7533.67,0.2639604396883054,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YCR024C-A,4500.53,0.12591655498441048,1.494073774377853e-06,1.1175682356851471e-06,4.865333604141464e-07
YEL017C-A,4847.97,0.12591655498441048,2.639970320197012e-08,2.6552076681285976e-08,1.5475331532701142e-08
YGL008C,99618.43000000001,0.3233746883087286,2.882742010098665e-08,3.059494522663911e-08,8.313412203322398e-09
YPL036W,102171.02,0.3471853201234696,1.3767981305959113e-05,7.896365736418876e-09,4.844278750029196e-09
YER005W,71851.26999999999,0.0697483856184155,1.1240047986606648e-07,1.1331157510326263e-07,4.333660618996728e-08
YBR110W,51928.52999999999,0.0702165726940192,2.8429135444400996e-07,2.8748614432357456e-07,1.4670810161070905e-07
YGR286C,41883.79000000001,0.0778925756335822,4.143995315006477e-07,3.946033416891061e-07,1.4466645019457633e-07
YNL280C,50614.86,0.094138351896464,5.913154143866558e-07,1.0967562944277765e-06,7.400604891132451e-07
YMR015C,61333.74,0.3283394245095472,5.80464897165818e-07,6.97042099147334e-07,2.972837398270912e-07
YGL001C,38705.969999999994,0.0575104173440429,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YLR100W,39724.21,0.0515275592021053,2.240450527862018e-07,1.0999725004023426e-07,5.0013726922262204e-08
YGR060W,36478.689999999995,0.2546195295277371,1.0772221160767204e-07,7.059702429178083e-08,2.0998942061083218e-08
YLR056W,42729.810000000005,0.3226104115224933,5.7851863876048207e-08,6.81976848776402e-08,2.8401316545256114e-08
YMR202W,24895.279999999995,0.0669979944073816,3.399837237655494e-05,2.5557878901524404e-05,7.57072481625085e-06
YGL012W,56038.88999999999,0.057673879825829,5.320126586132159e-07,4.1968965544726456e-07,1.2016263011965761e-07
YDL090C,48189.51000000001,0.0989046150623495,2.702697470501064e-07,2.201403607060318e-07,7.858112326215202e-08
YKL019W,37507.399999999994,0.0722160784452174,1.7120991411600006e-08,1.8612323689639127e-08,7.693717161865836e-09
YJR109C,123913.91999999998,0.0326977193140666,8.716577843078178e-08,8.578817813271935e-08,4.2672444954595116e-08
YOR303W,45361.02999999999,0.1617939254402627,8.243697772477369e-07,6.059655415995213e-07,1.57290188611869e-07
YAR035W,77764.82999999999,0.12591655498441048,1.7758857912280277e-08,2.1086721099031978e-08,6.925327572755859e-09
YER024W,103332.86,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YML042W,77240.95999999999,0.12591655498441048,2.780442540137644e-08,1.1459779544313178e-08,1.1813758890346584e-08
YGR088W,64582.46000000001,0.0063734272614421,2.2850255581461908e-07,1.5690890993593777e-07,7.049119209286013e-08
YDR256C,58554.78999999999,0.12591655498441048,4.568191118491586e-08,3.3001640362450756e-08,1.0913798046164362e-08
YDR297W,40733.71,0.1064734689370774,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YMR272C,44880.87,0.1596211496546065,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YHL003C,48453.92,0.0465739269986047,2.5403767752196784e-06,2.106876850965427e-06,7.86095576129824e-07
YMR298W,17206.479999999996,0.0698000588048825,1.8329498952508643e-07,1.5655611489928856e-07,7.711918634242504e-08
YKL008C,48991.490000000005,0.1095294883151392,1.249747718593936e-06,8.72293927813991e-07,2.8054780144183983e-07
YLR307W,34641.950000000004,0.12591655498441048,2.8769427722764722e-08,2.7554220809784293e-08,1.0159647563714566e-08
YLR308W,35692.78999999999,0.12591655498441048,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YBR023C,131599.94,0.1864933195649804,6.041118175558178e-07,6.761583956324065e-07,2.5147796593396537e-07
YBR038W,109880.49999999999,0.936211200813352,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
YNL192W,129869.21,0.130311888869243,1.3767981305959113e-05,1.0866759751631349e-05,3.524867008703038e-06
