gene,rxnID,kcat_value1
Yarrowia_lipolytica_Seq_4193,r_0062,7710.868517
Yarrowia_lipolytica_Seq_4193,r_0064,10399.5766
Yarrowia_lipolytica_Seq_5905,r_0065,277058.6437
Yarrowia_lipolytica_Seq_733,r_0066,4732.523254
Yarrowia_lipolytica_Seq_5260,r_0068,16844.37374
Yarrowia_lipolytica_Seq_3491,r_0069,8889.77688
Yarrowia_lipolytica_Seq_4193,r_0072,17615.60286
Yarrowia_lipolytica_Seq_1717,r_0073_1_fwd,108424.0574
Yarrowia_lipolytica_Seq_1717,r_0073_1_rvs,7791.225793
Yarrowia_lipolytica_Seq_1555,r_0075,16186.09363
Yarrowia_lipolytica_Seq_3804,r_0079,80645.18494
Yarrowia_lipolytica_Seq_4530,r_0080_1,31866.39505
Yarrowia_lipolytica_Seq_941,r_0080_2,9334.236582
Yarrowia_lipolytica_Seq_843,r_0085,24046.2957
Yarrowia_lipolytica_Seq_1717,r_0088_fwd,3222.464753
Yarrowia_lipolytica_Seq_1717,r_0088_rvs,7609.261595
Yarrowia_lipolytica_Seq_1717,r_0089_fwd,2480.296136
Yarrowia_lipolytica_Seq_1717,r_0089_rvs,5339.131283
Yarrowia_lipolytica_Seq_4063,r_0090,41845.01969
Yarrowia_lipolytica_Seq_4617,r_0091,50492.8306
Yarrowia_lipolytica_Seq_1717,r_0092_1_fwd,37525.6638
Yarrowia_lipolytica_Seq_1717,r_0092_1_rvs,5145.312195
Yarrowia_lipolytica_Seq_4193,r_0095,14191.80726
Yarrowia_lipolytica_Seq_3024,r_0096,3982.604257
Yarrowia_lipolytica_Seq_3030,r_0097_1,283383.2556
Yarrowia_lipolytica_Seq_5870,r_0097_1,141691.6278
Yarrowia_lipolytica_Seq_5870,r_0097_2,104939.0454
Yarrowia_lipolytica_Seq_140,r_0100,11518.02469
Yarrowia_lipolytica_Seq_140,r_0101,19677.88469
Yarrowia_lipolytica_Seq_140,r_0102,26323.25999
Yarrowia_lipolytica_Seq_1642,r_0103_fwd,77861.67797
Yarrowia_lipolytica_Seq_1642,r_0103_rvs,28087.75236
Yarrowia_lipolytica_Seq_1642,r_0104_fwd,15834.70076
Yarrowia_lipolytica_Seq_1642,r_0104_rvs,196502.0642
Yarrowia_lipolytica_Seq_140,r_0105,11752.47484
Yarrowia_lipolytica_Seq_140,r_0106,32832.70619
Yarrowia_lipolytica_Seq_140,r_0107,67526.88008
Yarrowia_lipolytica_Seq_536,r_0108,10240.65921
Yarrowia_lipolytica_Seq_536,r_0109,39629.82807
Yarrowia_lipolytica_Seq_4803,r_0111,13138.85323
Yarrowia_lipolytica_Seq_4910,r_0112,96425.76837
Yarrowia_lipolytica_Seq_4910,r_0113,43176.3075
Yarrowia_lipolytica_Seq_4910,r_0114,69148.50762
Yarrowia_lipolytica_Seq_882,r_0115,13991.9612
Yarrowia_lipolytica_Seq_828,r_0117_fwd,2436.691382
Yarrowia_lipolytica_Seq_828,r_0117_rvs,33454.12633
Yarrowia_lipolytica_Seq_3765,r_0118,1183291.569
Yarrowia_lipolytica_Seq_1870,r_0120_1,11017.67461
Yarrowia_lipolytica_Seq_2895,r_0120_2,8506.399948
Yarrowia_lipolytica_Seq_3369,r_0120_5,5224.887658
Yarrowia_lipolytica_Seq_366,r_0120_6,12693.4815
Yarrowia_lipolytica_Seq_1870,r_0121_1,75847.67448
Yarrowia_lipolytica_Seq_2895,r_0121_2,13061.90836
Yarrowia_lipolytica_Seq_3369,r_0121_5,26309.75676
Yarrowia_lipolytica_Seq_366,r_0121_6,10238.80242
Yarrowia_lipolytica_Seq_1870,r_0122_1,84129.45243
Yarrowia_lipolytica_Seq_2895,r_0122_2,30770.0459
Yarrowia_lipolytica_Seq_3369,r_0122_5,19093.4605
Yarrowia_lipolytica_Seq_366,r_0122_6,16370.36594
Yarrowia_lipolytica_Seq_1870,r_0123_1,111861.8527
Yarrowia_lipolytica_Seq_2895,r_0123_2,18455.49356
Yarrowia_lipolytica_Seq_3369,r_0123_5,10003.49472
Yarrowia_lipolytica_Seq_366,r_0123_6,16417.03142
Yarrowia_lipolytica_Seq_1870,r_0124_1,92075.91782
Yarrowia_lipolytica_Seq_2895,r_0124_2,34910.34494
Yarrowia_lipolytica_Seq_3369,r_0124_5,25386.13856
Yarrowia_lipolytica_Seq_366,r_0124_6,7561.076356
Yarrowia_lipolytica_Seq_1870,r_0125_1,68313.21021
Yarrowia_lipolytica_Seq_2895,r_0125_2,11609.8936
Yarrowia_lipolytica_Seq_3369,r_0125_5,33984.61646
Yarrowia_lipolytica_Seq_366,r_0125_6,16188.51713
Yarrowia_lipolytica_Seq_4311,r_0126_fwd,741465.5442
Yarrowia_lipolytica_Seq_4311,r_0126_rvs,173859.1194
Yarrowia_lipolytica_Seq_4311,r_0127_fwd,502681.6005
Yarrowia_lipolytica_Seq_4311,r_0127_rvs,333906.2466
Yarrowia_lipolytica_Seq_4311,r_0128_fwd,436136.9676
Yarrowia_lipolytica_Seq_4311,r_0128_rvs,42187.66655
Yarrowia_lipolytica_Seq_4311,r_0129_fwd,577553.6537
Yarrowia_lipolytica_Seq_4311,r_0129_rvs,247045.9023
Yarrowia_lipolytica_Seq_4311,r_0130_fwd,285297.3088
Yarrowia_lipolytica_Seq_4311,r_0130_rvs,404456.5831
Yarrowia_lipolytica_Seq_4311,r_0131_fwd,449796.9436
Yarrowia_lipolytica_Seq_4311,r_0131_rvs,124326.6244
Yarrowia_lipolytica_Seq_4311,r_0132_fwd,843689.0842
Yarrowia_lipolytica_Seq_4311,r_0132_rvs,198300.4557
Yarrowia_lipolytica_Seq_4311,r_0133_fwd,439915.6926
Yarrowia_lipolytica_Seq_4311,r_0133_rvs,478031.0442
Yarrowia_lipolytica_Seq_4311,r_0134_fwd,81571.25067
Yarrowia_lipolytica_Seq_4311,r_0134_rvs,644791.0309
Yarrowia_lipolytica_Seq_4311,r_0135_fwd,401945.1577
Yarrowia_lipolytica_Seq_4311,r_0135_rvs,177833.6762
Yarrowia_lipolytica_Seq_4915,r_0142,10244.09678
Yarrowia_lipolytica_Seq_5982,r_0144,39890.23792
Yarrowia_lipolytica_Seq_1770,r_0151,14839.06505
Yarrowia_lipolytica_Seq_1770,r_0152_fwd,18353.23569
Yarrowia_lipolytica_Seq_1770,r_0152_rvs,27999.99865
Yarrowia_lipolytica_Seq_4557,r_0153,6608.811814
Yarrowia_lipolytica_Seq_6202,r_0154,76286.79528
Yarrowia_lipolytica_Seq_5283,r_0156,72578.45196
Yarrowia_lipolytica_Seq_1334,r_0157,373620.2535
Yarrowia_lipolytica_Seq_133,r_0163_1,3048263.972
Yarrowia_lipolytica_Seq_2933,r_0163_2,52515.82761
Yarrowia_lipolytica_Seq_2693,r_0164_3,107734.9561
Yarrowia_lipolytica_Seq_5244,r_0164_5,60914.07033
Yarrowia_lipolytica_Seq_133,r_0165_1,1793837.544
Yarrowia_lipolytica_Seq_2933,r_0165_2,89411.7046
Yarrowia_lipolytica_Seq_3507,r_0165_3,224623.6281
Yarrowia_lipolytica_Seq_133,r_0166_1,764360.0034
Yarrowia_lipolytica_Seq_2933,r_0166_2,29600.56865
Yarrowia_lipolytica_Seq_6369,r_0166_6,19343.41678
Yarrowia_lipolytica_Seq_133,r_0167_1,1069943.484
Yarrowia_lipolytica_Seq_2933,r_0167_2,41962.00835
Yarrowia_lipolytica_Seq_3507,r_0167_3,83003.80503
Yarrowia_lipolytica_Seq_133,r_0169_1,1297111.102
Yarrowia_lipolytica_Seq_2933,r_0169_2,15890.50328
Yarrowia_lipolytica_Seq_6369,r_0169_6,178149.7008
Yarrowia_lipolytica_Seq_133,r_0170_1,1121277.154
Yarrowia_lipolytica_Seq_2933,r_0170_2,105274.1112
Yarrowia_lipolytica_Seq_3507,r_0170_3,431202.5539
Yarrowia_lipolytica_Seq_1480,r_0172_1,25596.86646
Yarrowia_lipolytica_Seq_213,r_0172_3,16566.06331
Yarrowia_lipolytica_Seq_4067,r_0172_4,36369.00851
Yarrowia_lipolytica_Seq_5213,r_0172_5,7969.0101
Yarrowia_lipolytica_Seq_589,r_0172_6,77252.83715
Yarrowia_lipolytica_Seq_326,r_0173_1,25368.22771
Yarrowia_lipolytica_Seq_326,r_0174_1,22538.0037
Yarrowia_lipolytica_Seq_326,r_0175_1,4400.141092
Yarrowia_lipolytica_Seq_326,r_0176_1,49597.07202
Yarrowia_lipolytica_Seq_326,r_0177_1,37116.38188
Yarrowia_lipolytica_Seq_326,r_0178_1,23836.87975
Yarrowia_lipolytica_Seq_133,r_0179_1,640557.1873
Yarrowia_lipolytica_Seq_2933,r_0179_2,4476.137795
Yarrowia_lipolytica_Seq_6369,r_0179_6,17205.72524
Yarrowia_lipolytica_Seq_133,r_0180_1,282341.9559
Yarrowia_lipolytica_Seq_2933,r_0180_2,108701.3955
Yarrowia_lipolytica_Seq_3507,r_0180_3,195947.4535
Yarrowia_lipolytica_Seq_133,r_0182_1,682225.2848
Yarrowia_lipolytica_Seq_2933,r_0182_2,10915.07958
Yarrowia_lipolytica_Seq_6369,r_0182_6,19151.18446
Yarrowia_lipolytica_Seq_133,r_0183_1,1058008.432
Yarrowia_lipolytica_Seq_2933,r_0183_2,32521.41425
Yarrowia_lipolytica_Seq_3507,r_0183_3,98712.0538
Yarrowia_lipolytica_Seq_1480,r_0185_1,136563.5524
Yarrowia_lipolytica_Seq_4067,r_0185_2,154563.0511
Yarrowia_lipolytica_Seq_133,r_0186_1,1280496.433
Yarrowia_lipolytica_Seq_2933,r_0186_2,7926.116936
Yarrowia_lipolytica_Seq_6369,r_0186_6,19821.17263
Yarrowia_lipolytica_Seq_133,r_0187_1,1230402.102
Yarrowia_lipolytica_Seq_2933,r_0187_2,6880.586432
Yarrowia_lipolytica_Seq_3507,r_0187_3,324619.6266
Yarrowia_lipolytica_Seq_4946,r_0188,14832.00647
Yarrowia_lipolytica_Seq_5140,r_0191_2,30775.6272
Yarrowia_lipolytica_Seq_3003,r_0193,64573.7364
Yarrowia_lipolytica_Seq_3477,r_0195,56840.19736
Yarrowia_lipolytica_Seq_4878,r_0200_2,188569.2847
Yarrowia_lipolytica_Seq_326,r_0201_1,26702.61767
Yarrowia_lipolytica_Seq_183,r_0203,65072.5665
Yarrowia_lipolytica_Seq_4751,r_0203,65072.5665
Yarrowia_lipolytica_Seq_524,r_0204_fwd,2247.929753
Yarrowia_lipolytica_Seq_524,r_0204_rvs,13497.80226
Yarrowia_lipolytica_Seq_2693,r_0205_1,540215.831
Yarrowia_lipolytica_Seq_5244,r_0205_2,26896.41603
Yarrowia_lipolytica_Seq_4786,r_0207_1_fwd,3450.926716
Yarrowia_lipolytica_Seq_4786,r_0207_1_rvs,13767.75209
Yarrowia_lipolytica_Seq_519,r_0207_2_fwd,39604.07986
Yarrowia_lipolytica_Seq_519,r_0207_2_rvs,590102.1964
Yarrowia_lipolytica_Seq_1898,r_0209,161659.4094
Yarrowia_lipolytica_Seq_1898,r_0210,83539.64676
Yarrowia_lipolytica_Seq_143,r_0211,5930.251478
Yarrowia_lipolytica_Seq_4786,r_0212_1,6633.255203
Yarrowia_lipolytica_Seq_519,r_0212_2,13760.58083
Yarrowia_lipolytica_Seq_1524,r_0214_1,77424.28749
Yarrowia_lipolytica_Seq_3446,r_0214_2,29985.21444
Yarrowia_lipolytica_Seq_2744,r_0216_1_fwd,152892.4477
Yarrowia_lipolytica_Seq_2744,r_0216_1_rvs,302497.2234
Yarrowia_lipolytica_Seq_2111,r_0216_2_fwd,14250.08073
Yarrowia_lipolytica_Seq_2111,r_0216_2_rvs,15839.29199
Yarrowia_lipolytica_Seq_2111,r_0217,9452.222912
Yarrowia_lipolytica_Seq_2744,r_0218_fwd,146832.7992
Yarrowia_lipolytica_Seq_2744,r_0218_rvs,312189.4951
Yarrowia_lipolytica_Seq_1426,r_0219,54433.10021
Yarrowia_lipolytica_Seq_4906,r_0220,209243.7791
Yarrowia_lipolytica_Seq_173,r_0222,22362.57688
Yarrowia_lipolytica_Seq_173,r_0223,6569.578374
Yarrowia_lipolytica_Seq_173,r_0224,61580.05187
Yarrowia_lipolytica_Seq_889,r_0225,35716.09859
Yarrowia_lipolytica_Seq_1568,r_0226_1,1552733.138
Yarrowia_lipolytica_Seq_174,r_0226_1,1035155.426
Yarrowia_lipolytica_Seq_4829,r_0226_1,3105466.277
Yarrowia_lipolytica_Seq_6279,r_0226_1,1552733.138
Yarrowia_lipolytica_Seq_691,r_0226_1,1552733.138
Yarrowia_lipolytica_Seq_707,r_0226_1,1035155.426
Yarrowia_lipolytica_Seq_1568,r_0226_2,3382059.023
Yarrowia_lipolytica_Seq_174,r_0226_2,2254706.015
Yarrowia_lipolytica_Seq_4829,r_0226_2,6764118.046
Yarrowia_lipolytica_Seq_6279,r_0226_2,3382059.023
Yarrowia_lipolytica_Seq_691,r_0226_2,3382059.023
Yarrowia_lipolytica_Seq_707,r_0226_2,2254706.015
Yarrowia_lipolytica_Seq_1974,r_0226_2,6764118.046
Yarrowia_lipolytica_Seq_1568,r_0226_3,2639345.141
Yarrowia_lipolytica_Seq_174,r_0226_3,1759563.428
Yarrowia_lipolytica_Seq_4829,r_0226_3,5278690.283
Yarrowia_lipolytica_Seq_6279,r_0226_3,2639345.141
Yarrowia_lipolytica_Seq_691,r_0226_3,2639345.141
Yarrowia_lipolytica_Seq_707,r_0226_3,1759563.428
Yarrowia_lipolytica_Seq_4877,r_0226_3,2639345.141
Yarrowia_lipolytica_Seq_602,r_0233,32010.28678
Yarrowia_lipolytica_Seq_573,r_0234,9026.132394
Yarrowia_lipolytica_Seq_573,r_0235,13489.52868
Yarrowia_lipolytica_Seq_496,r_0244,18414.10501
Yarrowia_lipolytica_Seq_1524,r_0250_1,843750.2402
Yarrowia_lipolytica_Seq_1754,r_0250_1,843750.2402
Yarrowia_lipolytica_Seq_3446,r_0250_2,73407.79168
Yarrowia_lipolytica_Seq_1754,r_0250_2,73407.79168
Yarrowia_lipolytica_Seq_5673,r_0253,20757.45188
Yarrowia_lipolytica_Seq_5673,r_0254,279022.8912
Yarrowia_lipolytica_Seq_943,r_0255_2,397715656.1
Yarrowia_lipolytica_Seq_3718,r_0259,5242.383966
Yarrowia_lipolytica_Seq_3718,r_0261,5822.943896
Yarrowia_lipolytica_Seq_5018,r_0278,9444.287948
Yarrowia_lipolytica_Seq_1136,r_0279,103240.9269
Yarrowia_lipolytica_Seq_1977,r_0280_1_fwd,142618.2122
Yarrowia_lipolytica_Seq_1977,r_0280_1_rvs,60939.52759
Yarrowia_lipolytica_Seq_5655,r_0280_2_fwd,250001.9747
Yarrowia_lipolytica_Seq_5655,r_0280_2_rvs,126111.0715
Yarrowia_lipolytica_Seq_6083,r_0300_1,339758.8169
Yarrowia_lipolytica_Seq_1268,r_0300_2,53974.79465
Yarrowia_lipolytica_Seq_6083,r_0301,782605.5397
Yarrowia_lipolytica_Seq_1977,r_0302_1_fwd,25157.50911
Yarrowia_lipolytica_Seq_1977,r_0302_1_rvs,1454015.401
Yarrowia_lipolytica_Seq_5655,r_0302_2_fwd,45847.63202
Yarrowia_lipolytica_Seq_5655,r_0302_2_rvs,407148.832
Yarrowia_lipolytica_Seq_1977,r_0303_1_fwd,94651.83694
Yarrowia_lipolytica_Seq_1977,r_0303_1_rvs,127192.1787
Yarrowia_lipolytica_Seq_5655,r_0303_2_fwd,210589.3172
Yarrowia_lipolytica_Seq_5655,r_0303_2_rvs,2818242.421
Yarrowia_lipolytica_Seq_545,r_0304,6024.140629
Yarrowia_lipolytica_Seq_5209,r_0306,17558.91565
Yarrowia_lipolytica_Seq_5209,r_0307,25871.20525
Yarrowia_lipolytica_Seq_1298,r_0309,11141.90064
Yarrowia_lipolytica_Seq_4275,r_0310,20805.06823
Yarrowia_lipolytica_Seq_959,r_0312,95902.05531
Yarrowia_lipolytica_Seq_3166,r_0313,4104.933598
Yarrowia_lipolytica_Seq_793,r_0317,64523.37554
Yarrowia_lipolytica_Seq_852,r_0317,64523.37554
Yarrowia_lipolytica_Seq_2333,r_0321_1,9648.307808
Yarrowia_lipolytica_Seq_3263,r_0322_fwd,10673.57703
Yarrowia_lipolytica_Seq_3263,r_0322_rvs,83534.91926
Yarrowia_lipolytica_Seq_2216,r_0323,23135.50653
Yarrowia_lipolytica_Seq_1359,r_0334,4765.465212
Yarrowia_lipolytica_Seq_1428,r_0348,579.7864292
Yarrowia_lipolytica_Seq_3823,r_0349_fwd,247668.4323
Yarrowia_lipolytica_Seq_3823,r_0349_rvs,5462757.561
Yarrowia_lipolytica_Seq_1122,r_0352,26317.40603
Yarrowia_lipolytica_Seq_1122,r_0353,29585.42869
Yarrowia_lipolytica_Seq_5058,r_0354,21263.95988
Yarrowia_lipolytica_Seq_2925,r_0355,55310.80624
Yarrowia_lipolytica_Seq_5902,r_0356_fwd,805.5005663
Yarrowia_lipolytica_Seq_5902,r_0356_rvs,23872.96413
Yarrowia_lipolytica_Seq_2356,r_0359,151057.7376
Yarrowia_lipolytica_Seq_2510,r_0361,2277.172269
Yarrowia_lipolytica_Seq_2806,r_0362_1,28045.50772
Yarrowia_lipolytica_Seq_5712,r_0362_1,28045.50772
Yarrowia_lipolytica_Seq_5712,r_0362_2,46612.95881
Yarrowia_lipolytica_Seq_1005,r_0362_3,8746.438886
Yarrowia_lipolytica_Seq_2806,r_0362_4,103182.574
Yarrowia_lipolytica_Seq_3402,r_0366_fwd,116310.7148
Yarrowia_lipolytica_Seq_3402,r_0366_rvs,77918.54566
Yarrowia_lipolytica_Seq_6275,r_0370_5,10183.35975
Yarrowia_lipolytica_Seq_3261,r_0436,2136.354776
Yarrowia_lipolytica_Seq_3965,r_0437,2446436.656
Yarrowia_lipolytica_Seq_4134,r_0438_2,37686614.45
Yarrowia_lipolytica_Seq_4194,r_0438_2,37686614.45
Yarrowia_lipolytica_Seq_4347,r_0438_2,37686614.45
Yarrowia_lipolytica_Seq_1322,r_0439,421386.8085
Yarrowia_lipolytica_Seq_241,r_0439,421386.8085
Yarrowia_lipolytica_Seq_2822,r_0439,421386.8085
Yarrowia_lipolytica_Seq_3373,r_0439,421386.8085
Yarrowia_lipolytica_Seq_6369,r_0443,66005.29978
Yarrowia_lipolytica_Seq_1526,r_0445_4,1661.34457
Yarrowia_lipolytica_Seq_1094,r_0446_1_fwd,33688.66772
Yarrowia_lipolytica_Seq_1094,r_0446_1_rvs,24043.6535
Yarrowia_lipolytica_Seq_4013,r_0446_2_fwd,14021.48122
Yarrowia_lipolytica_Seq_4013,r_0446_2_rvs,120610.3716
Yarrowia_lipolytica_Seq_1094,r_0447_1_fwd,10685.10259
Yarrowia_lipolytica_Seq_1094,r_0447_1_rvs,8282.975211
Yarrowia_lipolytica_Seq_4013,r_0447_2_fwd,21272.51413
Yarrowia_lipolytica_Seq_4013,r_0447_2_rvs,94591.00605
Yarrowia_lipolytica_Seq_2643,r_0448_1,9511.527073
Yarrowia_lipolytica_Seq_5527,r_0448_2,11739.07057
Yarrowia_lipolytica_Seq_6367,r_0449,136068.3258
Yarrowia_lipolytica_Seq_3263,r_0450_fwd,59664.78747
Yarrowia_lipolytica_Seq_3263,r_0450_rvs,16664.91706
Yarrowia_lipolytica_Seq_5929,r_0451_fwd,101224.631
Yarrowia_lipolytica_Seq_5929,r_0451_rvs,6572.410948
Yarrowia_lipolytica_Seq_5929,r_0452_fwd,103194.8323
Yarrowia_lipolytica_Seq_5929,r_0452_rvs,9319.456117
Yarrowia_lipolytica_Seq_597,r_0458,2895.02542
Yarrowia_lipolytica_Seq_2445,r_0460,12010.90547
Yarrowia_lipolytica_Seq_2925,r_0462,18134.31404
Yarrowia_lipolytica_Seq_1204,r_0463,20367.83438
Yarrowia_lipolytica_Seq_3455,r_0466,60677.41455
Yarrowia_lipolytica_Seq_6030,r_0467_fwd,4857.530918
Yarrowia_lipolytica_Seq_6030,r_0467_rvs,20869.60747
Yarrowia_lipolytica_Seq_1078,r_0468,46749.15614
Yarrowia_lipolytica_Seq_5880,r_0469,118688.3178
Yarrowia_lipolytica_Seq_871,r_0470,30648.92909
Yarrowia_lipolytica_Seq_806,r_0471,111039.046
Yarrowia_lipolytica_Seq_4060,r_0472,91414.74389
Yarrowia_lipolytica_Seq_5489,r_0473,158905.227
Yarrowia_lipolytica_Seq_2729,r_0476,28735.89977
Yarrowia_lipolytica_Seq_1133,r_0477,35964.31079
Yarrowia_lipolytica_Seq_3371,r_0478,20124.94218
Yarrowia_lipolytica_Seq_654,r_0479,28183.26865
Yarrowia_lipolytica_Seq_3622,r_0481_1,146139.9702
Yarrowia_lipolytica_Seq_3622,r_0481_2,1193252.105
Yarrowia_lipolytica_Seq_3641,r_0481_2,596626.0525
Yarrowia_lipolytica_Seq_3641,r_0481_4,372196.3753
Yarrowia_lipolytica_Seq_3641,r_0482_2,698740.1452
Yarrowia_lipolytica_Seq_3117,r_0485,29737.36473
Yarrowia_lipolytica_Seq_2434,r_0486_fwd,166033.0313
Yarrowia_lipolytica_Seq_2434,r_0486_rvs,123312.9285
Yarrowia_lipolytica_Seq_5158,r_0488,947275.1708
Yarrowia_lipolytica_Seq_2074,r_0490,47581.8933
Yarrowia_lipolytica_Seq_1509,r_0491,88019.78297
Yarrowia_lipolytica_Seq_1509,r_0492,5095.055753
Yarrowia_lipolytica_Seq_1613,r_0501,92715.24702
Yarrowia_lipolytica_Seq_283,r_0501,185430.494
Yarrowia_lipolytica_Seq_4455,r_0501,185430.494
Yarrowia_lipolytica_Seq_220,r_0502_1_fwd,7730.78129
Yarrowia_lipolytica_Seq_220,r_0502_1_rvs,9949.931184
Yarrowia_lipolytica_Seq_2922,r_0502_2_fwd,1333.742136
Yarrowia_lipolytica_Seq_2922,r_0502_2_rvs,2454.848054
Yarrowia_lipolytica_Seq_220,r_0503_1_fwd,3959.163895
Yarrowia_lipolytica_Seq_220,r_0503_1_rvs,14536.06701
Yarrowia_lipolytica_Seq_2922,r_0503_2_fwd,10961.91326
Yarrowia_lipolytica_Seq_2922,r_0503_2_rvs,9814.144985
Yarrowia_lipolytica_Seq_1613,r_0504,84761.53267
Yarrowia_lipolytica_Seq_283,r_0504,169523.0653
Yarrowia_lipolytica_Seq_4455,r_0504,169523.0653
Yarrowia_lipolytica_Seq_1613,r_0505_1,89315.73491
Yarrowia_lipolytica_Seq_283,r_0505_1,178631.4698
Yarrowia_lipolytica_Seq_4455,r_0505_1,178631.4698
Yarrowia_lipolytica_Seq_1613,r_0505_2,51017.1404
Yarrowia_lipolytica_Seq_4554,r_0505_2,102034.2808
Yarrowia_lipolytica_Seq_5199,r_0505_2,102034.2808
Yarrowia_lipolytica_Seq_1613,r_0506,4520.584153
Yarrowia_lipolytica_Seq_283,r_0506,9041.168305
Yarrowia_lipolytica_Seq_4455,r_0506,9041.168305
Yarrowia_lipolytica_Seq_1613,r_0507,17096.35609
Yarrowia_lipolytica_Seq_283,r_0507,34192.71219
Yarrowia_lipolytica_Seq_4455,r_0507,34192.71219
Yarrowia_lipolytica_Seq_1613,r_0508,8389.655607
Yarrowia_lipolytica_Seq_283,r_0508,16779.31121
Yarrowia_lipolytica_Seq_4455,r_0508,16779.31121
Yarrowia_lipolytica_Seq_1613,r_0509,94863.06167
Yarrowia_lipolytica_Seq_283,r_0509,189726.1233
Yarrowia_lipolytica_Seq_4455,r_0509,189726.1233
Yarrowia_lipolytica_Seq_2545,r_0510,34037.56445
Yarrowia_lipolytica_Seq_4648,r_0511,6606.944216
Yarrowia_lipolytica_Seq_3554,r_0512,73748.18576
Yarrowia_lipolytica_Seq_3599,r_0514,26621.83515
Yarrowia_lipolytica_Seq_2538,r_0522_fwd,75993.65788
Yarrowia_lipolytica_Seq_732,r_0530_1,175658.3498
Yarrowia_lipolytica_Seq_2557,r_0532,398415.041
Yarrowia_lipolytica_Seq_485,r_0532,398415.041
Yarrowia_lipolytica_Seq_746,r_0533_2,7040.450225
Yarrowia_lipolytica_Seq_5667,r_0534_2,16261.58088
Yarrowia_lipolytica_Seq_746,r_0534_3,4934.970641
Yarrowia_lipolytica_Seq_746,r_0535_2,3489.353009
Yarrowia_lipolytica_Seq_4007,r_0536,40456.93857
Yarrowia_lipolytica_Seq_2206,r_0538,8305.672795
Yarrowia_lipolytica_Seq_518,r_0539,138805.965
