gene,rxnID,kcat_value1
Kluyveromyces_marxianus_Seq_4444,r_0097_2,30214.78418
Kluyveromyces_marxianus_Seq_1564,r_0099_fwd,6667.054933
Kluyveromyces_marxianus_Seq_992,r_0100,1896.698126
Kluyveromyces_marxianus_Seq_992,r_0101,2584.75996
Kluyveromyces_marxianus_Seq_992,r_0102,880.2919201
Kluyveromyces_marxianus_Seq_2300,r_0103_fwd,29038.79531
Kluyveromyces_marxianus_Seq_2300,r_0103_rvs,84087.31257
Kluyveromyces_marxianus_Seq_2300,r_0104_fwd,2887364.684
Kluyveromyces_marxianus_Seq_2300,r_0104_rvs,19592.63636
Kluyveromyces_marxianus_Seq_992,r_0105,13343.20159
Kluyveromyces_marxianus_Seq_992,r_0106,16985.47609
Kluyveromyces_marxianus_Seq_992,r_0107,740.9272201
Kluyveromyces_marxianus_Seq_1911,r_0108,15336.63867
Kluyveromyces_marxianus_Seq_1911,r_0109,29006.89769
Kluyveromyces_marxianus_Seq_4647,r_0109,58013.79539
Kluyveromyces_marxianus_Seq_559,r_0111,26899.0829
Kluyveromyces_marxianus_Seq_2165,r_0112_1,14244.05307
Kluyveromyces_marxianus_Seq_4134,r_0112_2,42334.79377
Kluyveromyces_marxianus_Seq_2165,r_0113_1,40281.91863
Kluyveromyces_marxianus_Seq_4134,r_0113_2,13387.13732
Kluyveromyces_marxianus_Seq_2165,r_0114_1,36812.88196
Kluyveromyces_marxianus_Seq_4134,r_0114_2,13309.27099
Kluyveromyces_marxianus_Seq_581,r_0115,14291.31972
Kluyveromyces_marxianus_Seq_1941,r_0117_fwd,7335.104416
Kluyveromyces_marxianus_Seq_1941,r_0117_rvs,2325.987412
Kluyveromyces_marxianus_Seq_1174,r_0118,1643812.472
Kluyveromyces_marxianus_Seq_4561,r_0120,10676.01319
Kluyveromyces_marxianus_Seq_4561,r_0121,19471.89684
Kluyveromyces_marxianus_Seq_4561,r_0122,9803.26032
Kluyveromyces_marxianus_Seq_4561,r_0123,13476.58467
Kluyveromyces_marxianus_Seq_4561,r_0124,27156.55845
Kluyveromyces_marxianus_Seq_4561,r_0125,13640.91558
Kluyveromyces_marxianus_Seq_4307,r_0139,1629986.951
Kluyveromyces_marxianus_Seq_459,r_0142,8091.48279
Kluyveromyces_marxianus_Seq_2168,r_0143,467002.9767
Kluyveromyces_marxianus_Seq_3399,r_0144,16362.69847
Kluyveromyces_marxianus_Seq_3884,r_0148_1,2820.818874
Kluyveromyces_marxianus_Seq_2995,r_0148_2,184284.1883
Kluyveromyces_marxianus_Seq_2537,r_0151,11796.33222
Kluyveromyces_marxianus_Seq_2537,r_0152_fwd,20135.3157
Kluyveromyces_marxianus_Seq_2537,r_0152_rvs,99954.69709
Kluyveromyces_marxianus_Seq_3254,r_0153,5843.018572
Kluyveromyces_marxianus_Seq_684,r_0154,633886.7477
Kluyveromyces_marxianus_Seq_2255,r_0155,431245.276
Kluyveromyces_marxianus_Seq_3377,r_0156,66721.09497
Kluyveromyces_marxianus_Seq_4041,r_0157,114627.0647
Kluyveromyces_marxianus_Seq_2603,r_0158,4520.903289
Kluyveromyces_marxianus_Seq_2603,r_0159,4489.934183
Kluyveromyces_marxianus_Seq_2603,r_0160,5065.754394
Kluyveromyces_marxianus_Seq_2603,r_0161,1728.558013
Kluyveromyces_marxianus_Seq_2603,r_0162,2521.935149
Kluyveromyces_marxianus_Seq_2065,r_0163_1,657098.999
Kluyveromyces_marxianus_Seq_2663,r_0163_2,379859.7199
Kluyveromyces_marxianus_Seq_4050,r_0164_1,247340.1102
Kluyveromyces_marxianus_Seq_4152,r_0164_2,1281437.701
Kluyveromyces_marxianus_Seq_4612,r_0164_3,36851.54254
Kluyveromyces_marxianus_Seq_49,r_0164_4,17745.66272
Kluyveromyces_marxianus_Seq_2065,r_0165_1,1070023.111
Kluyveromyces_marxianus_Seq_2663,r_0165_2,826678.0249
Kluyveromyces_marxianus_Seq_1656,r_0166_1,317560.2612
Kluyveromyces_marxianus_Seq_2065,r_0166_2,12023.25024
Kluyveromyces_marxianus_Seq_2663,r_0166_3,267229.1909
Kluyveromyces_marxianus_Seq_2065,r_0167_1,240604.4684
Kluyveromyces_marxianus_Seq_2663,r_0167_2,294404.528
Kluyveromyces_marxianus_Seq_1054,r_0168_1,3698.101236
Kluyveromyces_marxianus_Seq_4152,r_0168_2,489773.6098
Kluyveromyces_marxianus_Seq_4612,r_0168_3,203209.6663
Kluyveromyces_marxianus_Seq_1656,r_0169_1,65819.81407
Kluyveromyces_marxianus_Seq_2065,r_0169_2,732833.2413
Kluyveromyces_marxianus_Seq_2663,r_0169_3,489571.4691
Kluyveromyces_marxianus_Seq_2065,r_0170_1,68666.69454
Kluyveromyces_marxianus_Seq_2663,r_0170_2,47824.73407
Kluyveromyces_marxianus_Seq_1054,r_0171,27766.02253
Kluyveromyces_marxianus_Seq_1927,r_0172_1,15978.07326
Kluyveromyces_marxianus_Seq_2785,r_0172_2,6840.344626
Kluyveromyces_marxianus_Seq_4094,r_0172_3,16765.21614
Kluyveromyces_marxianus_Seq_3564,r_0173_1,78453.20725
Kluyveromyces_marxianus_Seq_4135,r_0173_2,33585.85336
Kluyveromyces_marxianus_Seq_3564,r_0174_1,34623.9823
Kluyveromyces_marxianus_Seq_4135,r_0174_2,34511.90498
Kluyveromyces_marxianus_Seq_3564,r_0175_1,71280.87265
Kluyveromyces_marxianus_Seq_4135,r_0175_2,13465.07346
Kluyveromyces_marxianus_Seq_3564,r_0176_1,43332.89443
Kluyveromyces_marxianus_Seq_4135,r_0176_2,12705.98279
Kluyveromyces_marxianus_Seq_3564,r_0177_1,13900.15812
Kluyveromyces_marxianus_Seq_4135,r_0177_2,22012.77129
Kluyveromyces_marxianus_Seq_3564,r_0178_1,35214.23595
Kluyveromyces_marxianus_Seq_4135,r_0178_2,97100.25884
Kluyveromyces_marxianus_Seq_1656,r_0179_1,19174.78703
Kluyveromyces_marxianus_Seq_2065,r_0179_2,76747.30955
Kluyveromyces_marxianus_Seq_2663,r_0179_3,85114.28207
Kluyveromyces_marxianus_Seq_2065,r_0180_1,49403.8718
Kluyveromyces_marxianus_Seq_2663,r_0180_2,177773.6468
Kluyveromyces_marxianus_Seq_1054,r_0181,7964.89648
Kluyveromyces_marxianus_Seq_1656,r_0182_1,41718.48873
Kluyveromyces_marxianus_Seq_2065,r_0182_2,82435.47413
Kluyveromyces_marxianus_Seq_2663,r_0182_3,44011.38259
Kluyveromyces_marxianus_Seq_2065,r_0183_1,6095.918498
Kluyveromyces_marxianus_Seq_2663,r_0183_2,64788.50447
Kluyveromyces_marxianus_Seq_1054,r_0184,6516.175372
Kluyveromyces_marxianus_Seq_1927,r_0185_1,226646.9078
Kluyveromyces_marxianus_Seq_4094,r_0185_2,22459.54911
Kluyveromyces_marxianus_Seq_1656,r_0186_1,96653.02482
Kluyveromyces_marxianus_Seq_2065,r_0186_2,362908.2625
Kluyveromyces_marxianus_Seq_2663,r_0186_3,83561.49309
Kluyveromyces_marxianus_Seq_2065,r_0187_1,58072.84551
Kluyveromyces_marxianus_Seq_2663,r_0187_2,7181.659683
Kluyveromyces_marxianus_Seq_1379,r_0188,94223.76042
Kluyveromyces_marxianus_Seq_4458,r_0189_fwd,5442266.749
Kluyveromyces_marxianus_Seq_4458,r_0189_rvs,72655584.54
Kluyveromyces_marxianus_Seq_3282,r_0191,185246.3772
Kluyveromyces_marxianus_Seq_3550,r_0192_5,8697.025879
Kluyveromyces_marxianus_Seq_2879,r_0195,81932.31822
Kluyveromyces_marxianus_Seq_3004,r_0195,81932.31822
Kluyveromyces_marxianus_Seq_4288,r_0195,81932.31822
Kluyveromyces_marxianus_Seq_2743,r_0200,165432.1346
Kluyveromyces_marxianus_Seq_3564,r_0201_1,44887.38973
Kluyveromyces_marxianus_Seq_4135,r_0201_2,31447.07802
Kluyveromyces_marxianus_Seq_2572,r_0202,35059.20916
Kluyveromyces_marxianus_Seq_1347,r_0203,39211.58674
Kluyveromyces_marxianus_Seq_1908,r_0203,39211.58674
Kluyveromyces_marxianus_Seq_4050,r_0205_1,277944.4666
Kluyveromyces_marxianus_Seq_49,r_0205_2,20922.36227
Kluyveromyces_marxianus_Seq_3033,r_0206,116849.1514
Kluyveromyces_marxianus_Seq_3262,r_0207_1_fwd,7582.332023
Kluyveromyces_marxianus_Seq_3262,r_0207_1_rvs,21082.60102
Kluyveromyces_marxianus_Seq_4865,r_0207_2_fwd,28226.72024
Kluyveromyces_marxianus_Seq_4865,r_0207_2_rvs,50363.77296
Kluyveromyces_marxianus_Seq_1314,r_0208_fwd,66581.07517
Kluyveromyces_marxianus_Seq_1314,r_0208_rvs,2572221.162
Kluyveromyces_marxianus_Seq_2437,r_0211,6672.259558
Kluyveromyces_marxianus_Seq_3262,r_0212_1,2773.720118
Kluyveromyces_marxianus_Seq_4865,r_0212_2,15962.49702
Kluyveromyces_marxianus_Seq_2581,r_0214_1,9320.671613
Kluyveromyces_marxianus_Seq_3519,r_0214_2,7336.921852
Kluyveromyces_marxianus_Seq_1082,r_0215,33510.78217
Kluyveromyces_marxianus_Seq_4315,r_0216_1_fwd,10626.88211
Kluyveromyces_marxianus_Seq_4315,r_0216_1_rvs,30830.83908
Kluyveromyces_marxianus_Seq_3536,r_0216_2_fwd,335736.2974
Kluyveromyces_marxianus_Seq_3536,r_0216_2_rvs,143273.8241
Kluyveromyces_marxianus_Seq_3536,r_0217,314512.4553
Kluyveromyces_marxianus_Seq_4315,r_0218_fwd,12163.49306
Kluyveromyces_marxianus_Seq_4315,r_0218_rvs,24240.73199
Kluyveromyces_marxianus_Seq_3257,r_0219,317567.9203
Kluyveromyces_marxianus_Seq_2251,r_0220,21666.2886
Kluyveromyces_marxianus_Seq_787,r_0221,43028.28039
Kluyveromyces_marxianus_Seq_1977,r_0222,258.3634557
Kluyveromyces_marxianus_Seq_1977,r_0223,467.3118333
Kluyveromyces_marxianus_Seq_1977,r_0224,482.5685029
Kluyveromyces_marxianus_Seq_541,r_0225,3245.364981
Kluyveromyces_marxianus_Seq_1375,r_0226_1,1784882.773
Kluyveromyces_marxianus_Seq_3246,r_0226_1,594960.9242
Kluyveromyces_marxianus_Seq_3820,r_0226_1,892441.3863
Kluyveromyces_marxianus_Seq_4128,r_0226_1,892441.3863
Kluyveromyces_marxianus_Seq_441,r_0226_1,1784882.773
Kluyveromyces_marxianus_Seq_456,r_0226_1,892441.3863
Kluyveromyces_marxianus_Seq_4578,r_0226_1,1784882.773
Kluyveromyces_marxianus_Seq_4605,r_0226_1,594960.9242
Kluyveromyces_marxianus_Seq_1375,r_0226_2,564710.7356
Kluyveromyces_marxianus_Seq_3246,r_0226_2,188236.9119
Kluyveromyces_marxianus_Seq_3820,r_0226_2,282355.3678
Kluyveromyces_marxianus_Seq_4128,r_0226_2,282355.3678
Kluyveromyces_marxianus_Seq_456,r_0226_2,282355.3678
Kluyveromyces_marxianus_Seq_4578,r_0226_2,564710.7356
Kluyveromyces_marxianus_Seq_4605,r_0226_2,188236.9119
Kluyveromyces_marxianus_Seq_1375,r_0226_3,110149.1938
Kluyveromyces_marxianus_Seq_3246,r_0226_3,36716.39794
Kluyveromyces_marxianus_Seq_3820,r_0226_3,55074.59691
Kluyveromyces_marxianus_Seq_4128,r_0226_3,55074.59691
Kluyveromyces_marxianus_Seq_441,r_0226_3,110149.1938
Kluyveromyces_marxianus_Seq_456,r_0226_3,55074.59691
Kluyveromyces_marxianus_Seq_4578,r_0226_3,110149.1938
Kluyveromyces_marxianus_Seq_4605,r_0226_3,36716.39794
Kluyveromyces_marxianus_Seq_2686,r_0226_3,110149.1938
Kluyveromyces_marxianus_Seq_1375,r_0226_4,613834.1326
Kluyveromyces_marxianus_Seq_3246,r_0226_4,204611.3775
Kluyveromyces_marxianus_Seq_3820,r_0226_4,306917.0663
Kluyveromyces_marxianus_Seq_4128,r_0226_4,306917.0663
Kluyveromyces_marxianus_Seq_456,r_0226_4,306917.0663
Kluyveromyces_marxianus_Seq_4578,r_0226_4,613834.1326
Kluyveromyces_marxianus_Seq_4605,r_0226_4,204611.3775
Kluyveromyces_marxianus_Seq_2686,r_0226_4,613834.1326
Kluyveromyces_marxianus_Seq_1375,r_0226_5,4286670.298
Kluyveromyces_marxianus_Seq_3246,r_0226_5,1428890.099
Kluyveromyces_marxianus_Seq_3820,r_0226_5,2143335.149
Kluyveromyces_marxianus_Seq_4128,r_0226_5,2143335.149
Kluyveromyces_marxianus_Seq_441,r_0226_5,4286670.298
Kluyveromyces_marxianus_Seq_456,r_0226_5,2143335.149
Kluyveromyces_marxianus_Seq_4578,r_0226_5,4286670.298
Kluyveromyces_marxianus_Seq_4605,r_0226_5,1428890.099
Kluyveromyces_marxianus_Seq_4321,r_0226_5,4286670.298
Kluyveromyces_marxianus_Seq_1375,r_0226_6,1070083.887
Kluyveromyces_marxianus_Seq_3246,r_0226_6,356694.629
Kluyveromyces_marxianus_Seq_3820,r_0226_6,535041.9436
Kluyveromyces_marxianus_Seq_4128,r_0226_6,535041.9436
Kluyveromyces_marxianus_Seq_456,r_0226_6,535041.9436
Kluyveromyces_marxianus_Seq_4578,r_0226_6,1070083.887
Kluyveromyces_marxianus_Seq_4605,r_0226_6,356694.629
Kluyveromyces_marxianus_Seq_4321,r_0226_6,1070083.887
Kluyveromyces_marxianus_Seq_4647,r_0230,20639.87724
Kluyveromyces_marxianus_Seq_739,r_0233,19446.81604
Kluyveromyces_marxianus_Seq_4706,r_0234,392247.2842
Kluyveromyces_marxianus_Seq_4706,r_0235,324173.7669
Kluyveromyces_marxianus_Seq_2132,r_0242,9793.203792
Kluyveromyces_marxianus_Seq_2540,r_0243,18654.67741
Kluyveromyces_marxianus_Seq_4655,r_0244,14044.13581
Kluyveromyces_marxianus_Seq_2581,r_0250_1,4889.377881
Kluyveromyces_marxianus_Seq_3591,r_0250_1,4889.377881
Kluyveromyces_marxianus_Seq_3519,r_0250_2,87720.75808
Kluyveromyces_marxianus_Seq_3591,r_0250_2,87720.75808
Kluyveromyces_marxianus_Seq_5045,r_0252_1,12309.60014
Kluyveromyces_marxianus_Seq_4667,r_0252_2,84240.31025
Kluyveromyces_marxianus_Seq_856,r_0253,85468.5814
Kluyveromyces_marxianus_Seq_856,r_0254,401244.8684
Kluyveromyces_marxianus_Seq_1791,r_0255,164898990.7
Kluyveromyces_marxianus_Seq_4164,r_0259,7230.951723
Kluyveromyces_marxianus_Seq_936,r_0260,13235.28484
Kluyveromyces_marxianus_Seq_4164,r_0261,6054.466319
Kluyveromyces_marxianus_Seq_936,r_0262,19994.01382
Kluyveromyces_marxianus_Seq_936,r_0267,134232.9898
Kluyveromyces_marxianus_Seq_936,r_0268,72381.1939
Kluyveromyces_marxianus_Seq_936,r_0269,1283.7583
Kluyveromyces_marxianus_Seq_936,r_0270,21131.26868
Kluyveromyces_marxianus_Seq_1515,r_0273,8418.900072
Kluyveromyces_marxianus_Seq_3340,r_0274,9973.999039
Kluyveromyces_marxianus_Seq_4685,r_0279,9851.007305
Kluyveromyces_marxianus_Seq_443,r_0280_1_fwd,617155.4633
Kluyveromyces_marxianus_Seq_443,r_0280_1_rvs,1156944.908
Kluyveromyces_marxianus_Seq_5094,r_0280_2_fwd,2541140.794
Kluyveromyces_marxianus_Seq_5094,r_0280_2_rvs,272029.21
Kluyveromyces_marxianus_Seq_2839,r_0300_2,80260.46744
Kluyveromyces_marxianus_Seq_443,r_0302_1_fwd,28330.34022
Kluyveromyces_marxianus_Seq_443,r_0302_1_rvs,139187.9866
Kluyveromyces_marxianus_Seq_5094,r_0302_2_fwd,26929.56305
Kluyveromyces_marxianus_Seq_5094,r_0302_2_rvs,1110615.511
Kluyveromyces_marxianus_Seq_443,r_0303_1_fwd,48559.35276
Kluyveromyces_marxianus_Seq_443,r_0303_1_rvs,1894482.906
Kluyveromyces_marxianus_Seq_5094,r_0303_2_fwd,237191.2804
Kluyveromyces_marxianus_Seq_5094,r_0303_2_rvs,10883172.07
Kluyveromyces_marxianus_Seq_2164,r_0304,2342.004207
Kluyveromyces_marxianus_Seq_3121,r_0306,68398.16876
Kluyveromyces_marxianus_Seq_3121,r_0307,153962.1139
Kluyveromyces_marxianus_Seq_3664,r_0309,27465.17693
Kluyveromyces_marxianus_Seq_2911,r_0310,1924.614888
Kluyveromyces_marxianus_Seq_1597,r_0311,53262.20717
Kluyveromyces_marxianus_Seq_178,r_0312,85719.00186
Kluyveromyces_marxianus_Seq_1297,r_0317,57946.2138
Kluyveromyces_marxianus_Seq_5104,r_0317,57946.2138
Kluyveromyces_marxianus_Seq_3403,r_0318,84417.55823
Kluyveromyces_marxianus_Seq_2200,r_0319_fwd,15985.30408
Kluyveromyces_marxianus_Seq_2200,r_0319_rvs,12609.91506
Kluyveromyces_marxianus_Seq_4614,r_0321,21354.07256
Kluyveromyces_marxianus_Seq_3920,r_0322_fwd,7983.593254
Kluyveromyces_marxianus_Seq_3920,r_0322_rvs,11280.38456
Kluyveromyces_marxianus_Seq_411,r_0323,2427.110426
Kluyveromyces_marxianus_Seq_637,r_0330_fwd,6841.940138
Kluyveromyces_marxianus_Seq_637,r_0330_rvs,1293.910263
Kluyveromyces_marxianus_Seq_112,r_0331,11565.8632
Kluyveromyces_marxianus_Seq_2643,r_0332,15115.65111
Kluyveromyces_marxianus_Seq_3635,r_0334,105996.3667
Kluyveromyces_marxianus_Seq_3171,r_0348,1473.214292
Kluyveromyces_marxianus_Seq_871,r_0349_fwd,58250.62624
Kluyveromyces_marxianus_Seq_871,r_0349_rvs,8579595.071
Kluyveromyces_marxianus_Seq_1872,r_0352,35087.38916
Kluyveromyces_marxianus_Seq_1872,r_0353,15858.03974
Kluyveromyces_marxianus_Seq_1344,r_0354,38642.2244
Kluyveromyces_marxianus_Seq_2673,r_0355,2969.36008
Kluyveromyces_marxianus_Seq_1081,r_0356_fwd,57563.76352
Kluyveromyces_marxianus_Seq_1081,r_0356_rvs,27492.7836
Kluyveromyces_marxianus_Seq_1720,r_0357,941708.9441
Kluyveromyces_marxianus_Seq_748,r_0359,1621.603251
Kluyveromyces_marxianus_Seq_2413,r_0361,2705.887372
Kluyveromyces_marxianus_Seq_3429,r_0362_1,17365.50235
Kluyveromyces_marxianus_Seq_3429,r_0362_2,198563.2246
Kluyveromyces_marxianus_Seq_5057,r_0362_2,198563.2246
Kluyveromyces_marxianus_Seq_3429,r_0362_3,39661.01952
Kluyveromyces_marxianus_Seq_5057,r_0362_5,22486.49735
Kluyveromyces_marxianus_Seq_779,r_0362_6,83922.99583
Kluyveromyces_marxianus_Seq_3412,r_0364,435490.3623
Kluyveromyces_marxianus_Seq_3525,r_0365,9524.26121
Kluyveromyces_marxianus_Seq_4772,r_0366_fwd,123563.0648
Kluyveromyces_marxianus_Seq_4772,r_0366_rvs,70078.25055
Kluyveromyces_marxianus_Seq_1515,r_0368,2374.950955
Kluyveromyces_marxianus_Seq_2401,r_0369,189090.5345
Kluyveromyces_marxianus_Seq_2207,r_0370_1,37387.96732
Kluyveromyces_marxianus_Seq_978,r_0370_4,1111343.222
Kluyveromyces_marxianus_Seq_2816,r_0399_fwd,1749.273761
Kluyveromyces_marxianus_Seq_2816,r_0399_rvs,379.2103075
Kluyveromyces_marxianus_Seq_2816,r_0400_fwd,2981.541126
Kluyveromyces_marxianus_Seq_2816,r_0400_rvs,9821.756466
Kluyveromyces_marxianus_Seq_2816,r_0402_fwd,3277.422117
Kluyveromyces_marxianus_Seq_2816,r_0402_rvs,19783.12783
Kluyveromyces_marxianus_Seq_2816,r_0410_fwd,2117.019132
Kluyveromyces_marxianus_Seq_2816,r_0410_rvs,54926.10607
Kluyveromyces_marxianus_Seq_2816,r_0412_fwd,1941.574824
Kluyveromyces_marxianus_Seq_2816,r_0412_rvs,10730.92014
Kluyveromyces_marxianus_Seq_3016,r_0436,3481.2093
Kluyveromyces_marxianus_Seq_1860,r_0437,3617335.528
Kluyveromyces_marxianus_Seq_1922,r_0437,7234671.056
Kluyveromyces_marxianus_Seq_1368,r_0438_1,193801.489
Kluyveromyces_marxianus_Seq_1860,r_0438_2,2116496.09
Kluyveromyces_marxianus_Seq_3042,r_0438_2,4232992.181
Kluyveromyces_marxianus_Seq_4496,r_0438_2,4232992.181
Kluyveromyces_marxianus_Seq_918,r_0438_2,4232992.181
Kluyveromyces_marxianus_Seq_1860,r_0438_3,22481048.02
Kluyveromyces_marxianus_Seq_3042,r_0438_3,44962096.04
Kluyveromyces_marxianus_Seq_4496,r_0438_3,44962096.04
Kluyveromyces_marxianus_Seq_918,r_0438_3,44962096.04
Kluyveromyces_marxianus_Seq_1368,r_0438_4,247951.6154
Kluyveromyces_marxianus_Seq_1860,r_0438_5,922609.4174
Kluyveromyces_marxianus_Seq_3042,r_0438_5,1845218.835
Kluyveromyces_marxianus_Seq_4496,r_0438_5,1845218.835
Kluyveromyces_marxianus_Seq_918,r_0438_5,1845218.835
Kluyveromyces_marxianus_Seq_1860,r_0438_6,2338141.864
Kluyveromyces_marxianus_Seq_3042,r_0438_6,4676283.728
Kluyveromyces_marxianus_Seq_4496,r_0438_6,4676283.728
Kluyveromyces_marxianus_Seq_918,r_0438_6,4676283.728
Kluyveromyces_marxianus_Seq_1368,r_0438_7,1005642.207
Kluyveromyces_marxianus_Seq_1860,r_0438_8,781624.2672
Kluyveromyces_marxianus_Seq_3042,r_0438_8,1563248.534
Kluyveromyces_marxianus_Seq_4496,r_0438_8,1563248.534
Kluyveromyces_marxianus_Seq_918,r_0438_8,1563248.534
Kluyveromyces_marxianus_Seq_1860,r_0438_9,2904459.11
Kluyveromyces_marxianus_Seq_3042,r_0438_9,5808918.22
Kluyveromyces_marxianus_Seq_4496,r_0438_9,5808918.22
